account_number,sub_account_number,account_description,account_type,category_name,category_abbreviation
432,1121,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,1200,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,1210,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,1220,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,1240,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,1250,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,1300,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,1310,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,200,JET SKI SERVICE & REPAIR COGS,A,JOHN DANIEL KINGSTON,JDK
432,2009,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,2011,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,2016,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,2017,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,2018,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,2023,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,2024,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,2025,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,2101,COGS-R&M- MEC.,A,JOHN DANIEL KINGSTON,JDK
432,2201,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,2301,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,300,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3009,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3011,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3016,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3017,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3018,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3023,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3024,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3025,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3101,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3201,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,3301,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,500,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
432,5000,COST OF GOODS SOLD,A,JOHN DANIEL KINGSTON,JDK
433,,COGS-FREIGHT,A,JOHN DANIEL KINGSTON,JDK
433,1000,COGS-LANDFILL FRONTLOAD,A,JOHN DANIEL KINGSTON,JDK
434,,"COGS-LABOR, COM, EMP TAX & BEN",A,JOHN DANIEL KINGSTON,JDK
434,10,COGS-LABOR-DRIVER,A,JOHN DANIEL KINGSTON,JDK
434,20,COGS-LABOR-MECHANIC,A,JOHN DANIEL KINGSTON,JDK
435,,COGS-TRAVEL,A,JOHN DANIEL KINGSTON,JDK
436,,COGS-LODGING,A,JOHN DANIEL KINGSTON,JDK
437,,COGS-MEALS,A,JOHN DANIEL KINGSTON,JDK
438,,COGS-MATERIALS,A,JOHN DANIEL KINGSTON,JDK
438,571,COGS-SUPPLIES FOR DUMPSTERS,A,JOHN DANIEL KINGSTON,JDK
438,1000,COGS-LANDFILL,A,JOHN DANIEL KINGSTON,JDK
438,2000,COGS-REPAIRS & MAINTC,A,JOHN DANIEL KINGSTON,JDK
438,3000,COGS-FUEL,A,JOHN DANIEL KINGSTON,JDK
439,,TOTAL COST OF GOODS SOLD,T,JOHN DANIEL KINGSTON,JDK
440,,GROSS MARGIN,T,JOHN DANIEL KINGSTON,JDK
445,,OTHER REVENUE,H,JOHN DANIEL KINGSTON,JDK
470,,RENTAL INCOME,A,JOHN DANIEL KINGSTON,JDK
470,100,RENTAL INCOME,A,JOHN DANIEL KINGSTON,JDK
470,115,RENTAL INCOME,A,JOHN DANIEL KINGSTON,JDK
470,200,RENTAL INCOME,A,JOHN DANIEL KINGSTON,JDK
470,210,RENTAL INCOME,A,JOHN DANIEL KINGSTON,JDK
470,400,RENTAL INCOME,A,JOHN DANIEL KINGSTON,JDK
470,410,RENTAL INCOME,A,JOHN DANIEL KINGSTON,JDK
475,,FREIGHT INCOME,A,JOHN DANIEL KINGSTON,JDK
480,,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,100,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,110,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,111,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,115,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,150,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,200,HUNTING INCOME,A,JOHN DANIEL KINGSTON,JDK
480,300,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,350,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,400,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,410,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,440,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,100,A/R SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,110,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,111,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,115,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,150,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,200,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,300,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,400,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,410,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,420,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,440,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,5,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
480,500,SERVICE INCOME,A,JOHN DANIEL KINGSTON,JDK
482,,GAIN ON SALE OF AN ASSET,A,JOHN DANIEL KINGSTON,JDK
484,,REBATES,A,JOHN DANIEL KINGSTON,JDK
485,,ROYALTIES,A,JOHN DANIEL KINGSTON,JDK
486,,COMMISSION INCOME,A,JOHN DANIEL KINGSTON,JDK
487,,INTEREST INCOME,A,JOHN DANIEL KINGSTON,JDK
488,,LOAN INTEREST INCOME,A,JOHN DANIEL KINGSTON,JDK
489,,LOAN FEE INCOME,A,JOHN DANIEL KINGSTON,JDK
490,,LOAN PENALTY INCOME,A,JOHN DANIEL KINGSTON,JDK
491,,OTHER INCOME,A,JOHN DANIEL KINGSTON,JDK
491,100,OTHER INCOME,A,JOHN DANIEL KINGSTON,JDK
492,,OTHER REVENUE,A,JOHN DANIEL KINGSTON,JDK
493,,SCR LT,A,JOHN DANIEL KINGSTON,JDK
494,,SCR ST,A,JOHN DANIEL KINGSTON,JDK
495,,SCR INV,A,JOHN DANIEL KINGSTON,JDK
496,,RECEIPTS REVENUE,A,JOHN DANIEL KINGSTON,JDK
498,,TOTAL OTHER REVENUE,T,JOHN DANIEL KINGSTON,JDK
499,,REVENUE LESS COGS,T,JOHN DANIEL KINGSTON,JDK
500,,EXPENSES,H,JOHN DANIEL KINGSTON,JDK
502,,OPERATING EXPENSES,H,JOHN DANIEL KINGSTON,JDK
504,,CHARGED OFF ACTS,A,JOHN DANIEL KINGSTON,JDK
505,,BAD CHECKS,A,JOHN DANIEL KINGSTON,JDK
506,,WAGES,A,JOHN DANIEL KINGSTON,JDK
506,10,WAGES-ADMINISTRATIVE,A,JOHN DANIEL KINGSTON,JDK
506,12,WAGES,A,JOHN DANIEL KINGSTON,JDK
506,20,WAGES,A,JOHN DANIEL KINGSTON,JDK
506,30,WAGES,A,JOHN DANIEL KINGSTON,JDK
506,40,WAGES,A,JOHN DANIEL KINGSTON,JDK
506,100,WAGES-ALARM SERV,A,JOHN DANIEL KINGSTON,JDK
506,300,WAGES-GUARD SERV,A,JOHN DANIEL KINGSTON,JDK
506,5,LABOR ADVANCE,A,JOHN DANIEL KINGSTON,JDK
506,1,WAGES-SS,A,JOHN DANIEL KINGSTON,JDK
507,,WAGE MDSE EXPENSE,A,JOHN DANIEL KINGSTON,JDK
508,,CAPITALIZED/COGS LABOR,A,JOHN DANIEL KINGSTON,JDK
515,,COMMISSIONS,A,JOHN DANIEL KINGSTON,JDK
517,,CONTRACT LABOR,A,JOHN DANIEL KINGSTON,JDK
517,1000,CONTRACT LABOR-FRONT LOAD,A,JOHN DANIEL KINGSTON,JDK
518,,FUTA TAX EXPENSE,A,JOHN DANIEL KINGSTON,JDK
519,,SUTA TAX EXPENSE,A,JOHN DANIEL KINGSTON,JDK
520,,FICA TAX EXPENSE,A,JOHN DANIEL KINGSTON,JDK
521,,WORKMAN COMP INSURANCES,A,JOHN DANIEL KINGSTON,JDK
525,,HEALTH INSURANCE,A,JOHN DANIEL KINGSTON,JDK
525,10,HEALTH INS-DENTAL & EYECARE,A,JOHN DANIEL KINGSTON,JDK
530,,TRAVEL EXPENSES,A,JOHN DANIEL KINGSTON,JDK
530,100,TRAVEL EXPENSES,A,JOHN DANIEL KINGSTON,JDK
530,1,TRAVEL EXPENSES,A,JOHN DANIEL KINGSTON,JDK
535,,REPAIRS & MAINT-VEHICLES,A,JOHN DANIEL KINGSTON,JDK
535,1000,REPAIRS & MAINT-VEHICLES,A,JOHN DANIEL KINGSTON,JDK
536,,GAS & OIL,A,JOHN DANIEL KINGSTON,JDK
536,410,GAS EXPENSE GENERAL,A,JOHN DANIEL KINGSTON,JDK
536,420,OFF ROAD GAS GENERAL,A,JOHN DANIEL KINGSTON,JDK
536,422,OFF ROAD GAS CROPS,A,JOHN DANIEL KINGSTON,JDK
536,424,OFF ROAD GAS CATTLE,A,JOHN DANIEL KINGSTON,JDK
536,5,SUPPLIES - LUBE,A,JOHN DANIEL KINGSTON,JDK
536,1,DIESEL,A,JOHN DANIEL KINGSTON,JDK
536,10,FUEL DEISEL,A,JOHN DANIEL KINGSTON,JDK
536,1410,DIESEL GENERAL,A,JOHN DANIEL KINGSTON,JDK
536,1420,OFF ROAD DIESEL GENERAL,A,JOHN DANIEL KINGSTON,JDK
536,1422,OFF ROAD DIESEL CROPS,A,JOHN DANIEL KINGSTON,JDK
536,1424,OFF ROAD DIESEL CATTLE,A,JOHN DANIEL KINGSTON,JDK
536,5,GREASE,A,JOHN DANIEL KINGSTON,JDK
537,,DIESEL FUEL TAX,A,JOHN DANIEL KINGSTON,JDK
540,,FREIGHT EXPENSE,A,JOHN DANIEL KINGSTON,JDK
540,5,FREIGHT - RAW PRODUCT,A,JOHN DANIEL KINGSTON,JDK
541,,LOADING FEE EXPENSE,A,JOHN DANIEL KINGSTON,JDK
545,,ADVERTISING & PROMOTIONS,A,JOHN DANIEL KINGSTON,JDK
545,1,ADVERTISING & PROMOTIONS,A,JOHN DANIEL KINGSTON,JDK
545,1000,ADVERTISING-SM PHONE BOOKS,A,JOHN DANIEL KINGSTON,JDK
545,2,ADVERTISING & PROMOTIONS,A,JOHN DANIEL KINGSTON,JDK
545,2000,ADVERTISING-TRADE SHOWS,A,JOHN DANIEL KINGSTON,JDK
545,3,ADVERTISING & PROMOTIONS,A,JOHN DANIEL KINGSTON,JDK
545,3000,ADVERTISING-WEB SITES,A,JOHN DANIEL KINGSTON,JDK
545,4,ADVERTISING & PROMOTIONS,A,JOHN DANIEL KINGSTON,JDK
545,4000,ADVERTISING-HELP WANTED,A,JOHN DANIEL KINGSTON,JDK
550,,AP DISCOUNTS LOST,A,JOHN DANIEL KINGSTON,JDK
560,,OTHER OPERATING EXP,A,JOHN DANIEL KINGSTON,JDK
561,,TOTAL OPERATING EXP,T,JOHN DANIEL KINGSTON,JDK
563,,GENERAL & ADMINISTRATIVE EXP,H,JOHN DANIEL KINGSTON,JDK
564,,RENT-VEHICLES,H,JOHN DANIEL KINGSTON,JDK
565,,RENT-BUILDING,A,JOHN DANIEL KINGSTON,JDK
566,,RENT-EQUIPMENT & VEHICLES,A,JOHN DANIEL KINGSTON,JDK
566,100,SEMEN STORAGE EXPENSE,A,JOHN DANIEL KINGSTON,JDK
567,,RENT-LAND,A,JOHN DANIEL KINGSTON,JDK
567,100,GRAZING PERMIT EXPENSE,A,JOHN DANIEL KINGSTON,JDK
570,,REPAIRS & MAINT-BUILDING,A,JOHN DANIEL KINGSTON,JDK
570,100,R&M BLDG GENERAL,A,JOHN DANIEL KINGSTON,JDK
570,150,R&M BUTCHERING BLDG,A,JOHN DANIEL KINGSTON,JDK
570,200,R&M-BLDG HOMES,A,JOHN DANIEL KINGSTON,JDK
570,210,R&M BLDG WASH SE HOME,A,JOHN DANIEL KINGSTON,JDK
570,220,R&M BLDG NE HOME,A,JOHN DANIEL KINGSTON,JDK
570,230,R&M BLDG WASH SW HOME,A,JOHN DANIEL KINGSTON,JDK
570,240,R&M BLDG NW HOME,A,JOHN DANIEL KINGSTON,JDK
570,250,R&M IBPH UNIT #1,A,JOHN DANIEL KINGSTON,JDK
570,260,R&M BLDG IBPH STORE HOME,A,JOHN DANIEL KINGSTON,JDK
570,262,R&M IBPH MARY BARR HOME,A,JOHN DANIEL KINGSTON,JDK
570,264,R&M BLDG IBPH WOODARD HOME,A,JOHN DANIEL KINGSTON,JDK
570,300,R&M BLDG STORES,A,JOHN DANIEL KINGSTON,JDK
570,500,R&M BLDG CROPS,A,JOHN DANIEL KINGSTON,JDK
570,600,R&M BDLG CATTLE,A,JOHN DANIEL KINGSTON,JDK
571,,REPAIR & MAINTENANCE EQUIPMENT,A,JOHN DANIEL KINGSTON,JDK
571,10,REPAIR & MAINTENANCE EQUIPMENT,A,JOHN DANIEL KINGSTON,JDK
571,100,R&M EQUIPMENT GENERAL,A,JOHN DANIEL KINGSTON,JDK
571,300,R&M EQUIPMENT STORE,A,JOHN DANIEL KINGSTON,JDK
571,5,SUP IRR MAINTENANCE E-121,A,JOHN DANIEL KINGSTON,JDK
571,500,R&M-EQUIP CROPS,A,JOHN DANIEL KINGSTON,JDK
571,600,R&M EQUIPMENT CATTLE,A,JOHN DANIEL KINGSTON,JDK
571,700,R&M POULTRY EQUIPMENT,A,JOHN DANIEL KINGSTON,JDK
571,800,R&M-MEAT SHOP,A,JOHN DANIEL KINGSTON,JDK
571,1,R&M IRRIGATION SYSTEM,A,JOHN DANIEL KINGSTON,JDK
571,10,R&M IRRIGATION SYSTEM,A,JOHN DANIEL KINGSTON,JDK
571,25,REPAIR & MAINTENANCE EQUIPMENT,A,JOHN DANIEL KINGSTON,JDK
572,,LANDSCAPING,A,JOHN DANIEL KINGSTON,JDK
574,,COMPUTER SOFTWARE MAINTENANCE,A,JOHN DANIEL KINGSTON,JDK
580,,UTILITIES-FUEL,A,JOHN DANIEL KINGSTON,JDK
581,,UTILITIES-ELECTRIC,A,JOHN DANIEL KINGSTON,JDK
581,5,UTILITIES - ELEC IRRIGATION,A,JOHN DANIEL KINGSTON,JDK
582,,UTILITIES-WATER & SEWER,A,JOHN DANIEL KINGSTON,JDK
583,,UTILITIES-GARBAGE,A,JOHN DANIEL KINGSTON,JDK
583,10,UTILITIES-GARBAGE,A,JOHN DANIEL KINGSTON,JDK
583,30,UTILITIES-GARBAGE,A,JOHN DANIEL KINGSTON,JDK
583,40,UTILITIES-GARBAGE,A,JOHN DANIEL KINGSTON,JDK
583,50,UTILITIES-GARBAGE,A,JOHN DANIEL KINGSTON,JDK
583,60,UTILITIES-GARBAGE,A,JOHN DANIEL KINGSTON,JDK
583,70,UTILITIES-GARBAGE,A,JOHN DANIEL KINGSTON,JDK
583,80,UTILITIES-GARBAGE,A,JOHN DANIEL KINGSTON,JDK
583,90,UTILITIES-GARBAGE,A,JOHN DANIEL KINGSTON,JDK
583,100,UTILITIES-GARBAGE,A,JOHN DANIEL KINGSTON,JDK
584,,UTILITIES-PHONE,A,JOHN DANIEL KINGSTON,JDK
584,100,UTIL-RADIOS & CELL PHONES,A,JOHN DANIEL KINGSTON,JDK
584,150,UTIL-PHONE ANSWERING SERV,A,JOHN DANIEL KINGSTON,JDK
584,160,UTILITIES-PHONE,A,JOHN DANIEL KINGSTON,JDK
584,200,UTILITIES-PHONE,A,JOHN DANIEL KINGSTON,JDK
584,27,UTIL-PHONE SHOP,A,JOHN DANIEL KINGSTON,JDK
585,,UTILITIES-MISC,A,JOHN DANIEL KINGSTON,JDK
586,,UTILITIES-INTERNET,A,JOHN DANIEL KINGSTON,JDK
590,,PROPERTY TAX,A,JOHN DANIEL KINGSTON,JDK
595,,PERSONAL PROPERTY TAX,A,JOHN DANIEL KINGSTON,JDK
600,,DEPRECIATION EXP-VEHICLES,A,JOHN DANIEL KINGSTON,JDK
605,,DEPRECIATION EXP-EQUIPMENT,A,JOHN DANIEL KINGSTON,JDK
607,,DEPRECIATION EXP-F & F,A,JOHN DANIEL KINGSTON,JDK
609,,DEPRECIATION EXP-IMPROVEMENTS,A,JOHN DANIEL KINGSTON,JDK
611,,DEPRECIATION EXP-BUILDINGS,A,JOHN DANIEL KINGSTON,JDK
613,,AMORTIZATION EXPENSE,A,JOHN DANIEL KINGSTON,JDK
615,,CASUALTY/PROPERTY INSURANCE,A,JOHN DANIEL KINGSTON,JDK
620,,VEHICLE INSURANCE,A,JOHN DANIEL KINGSTON,JDK
620,100,VEHICLE INSURANCE,A,JOHN DANIEL KINGSTON,JDK
621,,INSURANCE,A,JOHN DANIEL KINGSTON,JDK
622,,SELF INSURANCE FUND EXPENSE,A,JOHN DANIEL KINGSTON,JDK
623,,EMPLOYEE BENEFIT FUND EXPENSE,A,JOHN DANIEL KINGSTON,JDK
625,,"OTHER PREMISE, EQUIP & VEH EXP",A,JOHN DANIEL KINGSTON,JDK
626,,"TOTAL PREMISE, EQUIP & VEH EXP",T,JOHN DANIEL KINGSTON,JDK
628,,FACTORING FEE EXPENSE,A,JOHN DANIEL KINGSTON,JDK
629,,ACCOUNTING FEES,A,JOHN DANIEL KINGSTON,JDK
630,,PROFESSIONAL FEES,A,JOHN DANIEL KINGSTON,JDK
631,,LEGAL FEES,A,JOHN DANIEL KINGSTON,JDK
635,,OFFICE SUPPLIES EXPENSE,A,JOHN DANIEL KINGSTON,JDK
635,27,SUPPLIES-SHOP,A,JOHN DANIEL KINGSTON,JDK
638,,SUPPLIES,A,JOHN DANIEL KINGSTON,JDK
638,100,SUPPLIES - GENERAL,A,JOHN DANIEL KINGSTON,JDK
638,200,SUPPLIES - HOMES,A,JOHN DANIEL KINGSTON,JDK
638,5,SUPPLIES - IRRIGATION,A,JOHN DANIEL KINGSTON,JDK
638,500,SUPPLIES - CROPS,A,JOHN DANIEL KINGSTON,JDK
638,600,SUPPLIES-CATTLE,A,JOHN DANIEL KINGSTON,JDK
638,10,SUPPLIES - PACKAGING,A,JOHN DANIEL KINGSTON,JDK
639,,PARTS EXPENSE,A,JOHN DANIEL KINGSTON,JDK
639,27,PARTS-SHOP,A,JOHN DANIEL KINGSTON,JDK
640,,POSTAGE EXPENSE,A,JOHN DANIEL KINGSTON,JDK
650,,PERMITS & LICENSES,A,JOHN DANIEL KINGSTON,JDK
655,,SUBSCRIPTIONS & MEMBERSHIPS,A,JOHN DANIEL KINGSTON,JDK
659,,FILING FEES,A,JOHN DANIEL KINGSTON,JDK
665,,FINES - PENALTY,A,JOHN DANIEL KINGSTON,JDK
675,,BANK CHARGES,A,JOHN DANIEL KINGSTON,JDK
676,,BANKCARD DISCOUNTS,A,JOHN DANIEL KINGSTON,JDK
685,,THEFT LOSS,A,JOHN DANIEL KINGSTON,JDK
689,,DONATIONS,A,JOHN DANIEL KINGSTON,JDK
690,,INCOME TAX PROVISION EXP,A,JOHN DANIEL KINGSTON,JDK
691,,MISC TAX,A,JOHN DANIEL KINGSTON,JDK
695,,FEED,A,JOHN DANIEL KINGSTON,JDK
695,100,CHICKEN FEED,A,JOHN DANIEL KINGSTON,JDK
696,,SEED,A,JOHN DANIEL KINGSTON,JDK
697,,FERTILIZER,A,JOHN DANIEL KINGSTON,JDK
697,10,CHEMICALS - WEED SPRAY,A,JOHN DANIEL KINGSTON,JDK
699,,VETINARY,A,JOHN DANIEL KINGSTON,JDK
699,100,BRAND INSPECTION,A,JOHN DANIEL KINGSTON,JDK
700,,GROCERY EXPENSE,A,JOHN DANIEL KINGSTON,JDK
703,,CLOTHING EXPENSE,A,JOHN DANIEL KINGSTON,JDK
705,,DAYCARE EXPENSES,A,JOHN DANIEL KINGSTON,JDK
707,,EDUCA.& TRAINING EXPENSE,A,JOHN DANIEL KINGSTON,JDK
709,,ENTERTAINMENT EXPENSE,A,JOHN DANIEL KINGSTON,JDK
710,,GIFT EXPENSE,A,JOHN DANIEL KINGSTON,JDK
715,,CHARGE CARD EXPENSE,A,JOHN DANIEL KINGSTON,JDK
720,,MEDICAL EXP,A,JOHN DANIEL KINGSTON,JDK
723,,EYE CARE EXPENSE,A,JOHN DANIEL KINGSTON,JDK
725,,DENTAL EXP,A,JOHN DANIEL KINGSTON,JDK
740,,INTEREST EXPENSE,A,JOHN DANIEL KINGSTON,JDK
741,,LOAN INTEREST EXPENSE,A,JOHN DANIEL KINGSTON,JDK
742,,LOAN FEE EXPENSE,A,JOHN DANIEL KINGSTON,JDK
743,,LOAN PENALTIES EXPENSE,A,JOHN DANIEL KINGSTON,JDK
780,,LOSS ON SALE OF ASSET,A,JOHN DANIEL KINGSTON,JDK
785,,OTHER EXPENSES,A,JOHN DANIEL KINGSTON,JDK
788,,OTHER ENPENSE,A,JOHN DANIEL KINGSTON,JDK
789,,SCP LT,A,JOHN DANIEL KINGSTON,JDK
790,,SCP ST,A,JOHN DANIEL KINGSTON,JDK
791,,SCP INV,A,JOHN DANIEL KINGSTON,JDK
792,,CHECK EXP,A,JOHN DANIEL KINGSTON,JDK
796,,TOTAL G & A EXPENSES,T,JOHN DANIEL KINGSTON,JDK
797,,TOTAL OPERATING & G&A EXP,T,JOHN DANIEL KINGSTON,JDK
799,,NET INCOME/LOSS-,T,JOHN DANIEL KINGSTON,JDK
801,,TRAN-INTRA COMPANY,A,JOHN DANIEL KINGSTON,JDK