"ubm_h_pr_id";"pr_ref";"pr_title";"pr_purpose";"pr_scope_id";"sec_lvl_id";"pr_tp_id";"stat_id";"ubm_id";"derived_from_id";"ubm_vers_id";"ubm_obj_vers_id";"obj_vers_id";"s_id";"s_db_id";"s_usr_id";"s_ts";"m_db_id";"m_usr_id";"m_ts";"t_db_id";"t_usr_id";"t_ts";"previous_vers_id";"ubm_ref";"ubm_order_no"
2156;"PR-50";"Telephone Interviews";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2156;3312;0;"2014-01-31 20:49:56.61";0;0;"";0;0;"";0;"PR";50
2160;"PR-51";"Email Interviews";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2160;3312;0;"2014-01-31 20:52:05.163";0;0;"";0;0;"";0;"PR";51
2162;"PR-52";"In-Person Interviews";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost ";0;0;183;1;0;0;0;0;0;2162;3312;0;"2014-01-31 20:53:22.104";0;0;"";0;0;"";0;"PR";52
2171;"PR-62";"Personnel Requisition";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2171;3312;0;"2014-01-31 20:59:31.555";0;0;"";0;0;"";0;"PR";62
2174;"PR-63";"Job Posting & Screening";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost ";0;0;183;1;0;0;0;0;0;2174;3312;0;"2014-01-31 21:01:26.953";0;0;"";0;0;"";0;"PR";63
2181;"PR-64";"Interviewing";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2181;3312;0;"2014-01-31 21:03:58.226";0;0;"";0;0;"";0;"PR";64
2185;"PR-52";"Pre-Employment Screening & Testing";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2185;3312;0;"2014-01-31 21:05:49.336";0;0;"";0;0;"";0;"PR";52
2189;"PR-66";"Background Investigation";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2189;3312;0;"2014-01-31 21:07:30.196";0;0;"";0;0;"";0;"PR";66
2194;"PR-67";"Hiring and Employee Offers";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2194;3312;0;"2014-01-31 21:10:05.107";0;0;"";0;0;"";0;"PR";67
2203;"PR-66";"Motor Vehicle and Equipment Operation";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2203;3312;0;"2014-01-31 21:13:04.492";0;0;"";0;0;"";0;"PR";66
2207;"PR-69";"Applicant Files";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2207;3312;0;"2014-01-31 21:14:38.958";0;0;"";0;0;"";0;"PR";69
2229;"PR-70";"Process Inbox";"The purpose of processing the inbox as needed is to ensure that everything in your inbox is collected and processed in a timely manner.";0;0;183;1;0;0;0;0;0;2229;3312;0;"2014-02-01 16:18:28.011";0;0;"";0;0;"";0;"PR";70
2239;"PR-71";"Clear Open Points";"The purpose of clearing open points on the set date or at least every 2 weeks is to ensure that the open points get complete.";0;0;183;1;0;0;0;0;0;2239;3312;0;"2014-02-01 16:22:04.17";0;0;"";0;0;"";0;"PR";71
2310;"PR-88";"Maintain Business Model";"Our Business Model will be maintained so that it is up to date, accurate, & relevant for our business";0;0;183;1;0;0;0;0;0;2310;3312;0;"2014-02-03 13:55:13.804";3312;0;"2014-02-13 09:05:42.505";0;0;"";0;"PR";88
2297;"PR-84";"Job Description Approval and Distribution";"To provide the methods for preparation and format of Job Descriptions.  A Job Description should be used as a guide and are not intended to be all-inclusive of a person's abilities, the requirements for fulfilling their position, or as work limitations or restrictions on employee roles.  We are all expected to be team players and to help each other and the Company whenever necessary within reason and workplace safety guidelines.";0;0;183;1;0;0;0;0;0;2297;3312;0;"2014-02-03 11:03:26.835";3312;0;"2014-02-13 09:05:42.505";0;0;"";0;"PR";84
2253;"PR-71";"Complete Annual Training";"Every employee must complete annual training so that they can become familiar with their positions’ and the companys’ business model material including job descriptions, policies, procedures, etc. ";0;0;183;1;0;0;0;0;0;2253;3312;0;"2014-02-01 16:41:19.273";3312;0;"2014-02-13 09:05:42.505";0;0;"";0;"PR";71
2254;"PR-72";"Creating Management Reporting Packets";"To properly create the management reporting packet BM Application created using the UBM Creation Suite.";0;0;183;1;0;0;0;0;0;2254;3312;0;"2014-02-01 16:42:11.932";3312;0;"2014-02-13 09:05:42.505";0;0;"";0;"PR";72
2255;"PR-73";"Inspect Property";"The purpose of inspecting the property monthly is to ensure that the property packet is correct, hazards and risks are getting resolved, repairs and maintenance and major projects occurring on the property are being monitored, and the parameter is being secured. ";0;0;183;1;0;0;0;0;0;2255;3312;0;"2014-02-01 16:43:01.64";3312;0;"2014-02-13 09:05:42.505";0;0;"";0;"PR";73
2256;"PR-74";"Assess Security Needs";"The purpose of inspecting the property monthly is to ensure that the property packet is correct, hazards and risks are getting resolved, repairs and maintenance and major projects occurring on the property are being monitored, and the parameter is being secured";0;0;183;1;0;0;0;0;0;2256;3312;0;"2014-02-01 16:43:40.5";3312;0;"2014-02-13 09:05:42.505";0;0;"";0;"PR";74
2257;"PR-74";"Prepare Owners Packet";"An Owners packet must be created monthly for each company that WLFB, Inc. manages to ensure that each company is being properly managed.";0;0;183;1;0;0;0;0;0;2257;3312;0;"2014-02-01 16:44:47.043";3312;0;"2014-02-13 09:05:42.505";0;0;"";0;"PR";74
2258;"PR-72";"Monitor Customer Service";"Customer service must be monitored when reviewing the property management packet monthly to ensure that the tenants in the building are being properly taken care of.";0;0;183;1;0;0;0;0;0;2258;3312;0;"2014-02-01 16:45:24.904";3312;0;"2014-02-13 09:05:42.505";0;0;"";0;"PR";72
2290;"PR-77";"Process Inbox";"The purpose of processing the inbox as needed is to ensure that everything in your inbox is collected and processed in a timely manner. ";0;0;183;1;0;0;0;0;0;2290;3312;0;"2014-02-03 10:33:52.257";3312;0;"2014-02-13 09:05:42.506";0;0;"";0;"PR";77
2291;"PR-78";"Downloading & Updating Apps";"To keep the most appropriate applications downloaded and updated into book 9 ";0;0;183;1;0;0;0;0;0;2291;3312;0;"2014-02-03 10:54:41.615";3312;0;"2014-02-13 09:05:42.506";0;0;"";0;"PR";78
2292;"PR-77";"Creating Managements Reporting Packets";"To properly create the management reporting packet BM Application created using the UBM Creation Suite.";0;0;183;1;0;0;0;0;0;2292;3312;0;"2014-02-03 10:55:30.341";3312;0;"2014-02-13 09:05:42.506";0;0;"";0;"PR";77
2293;"PR-80";"Managing operating management reporting packet";"To Successfully manage all the tier 1 responsibilities (relating to this application";0;0;183;1;0;0;0;0;0;2293;3312;0;"2014-02-03 10:58:37.393";3312;0;"2014-02-13 09:05:42.506";0;0;"";0;"PR";80
2295;"PR-78";"Compiling Management Reporting Packet";"Accurate and timely creation, collection, reporting of all tier 2 packet to Tier 1 position";0;0;183;1;0;0;0;0;0;2295;3312;0;"2014-02-03 10:59:57.916";3312;0;"2014-02-13 09:05:42.506";0;0;"";0;"PR";78
2294;"PR-80";"Compiling Management Reporting Packet";"Accurate and timely creation, collection, reporting of all tier 2 packet to Tier 1 position";0;0;183;1;0;0;0;0;0;2294;3312;0;"2014-02-03 10:59:32.227";3312;0;"2014-02-13 09:05:42.506";0;0;"";0;"PR";80
2296;"PR-80";"Job Description Preparation";"To provide the methods for preparation and format of Job Descriptions.  A Job Description should be used as a guide and are not intended to be all-inclusive of a person's abilities, the requirements for fulfilling their position, or as work limitations or restrictions on employee roles.  We are all expected to be team players and to help each other and the Company whenever necessary within reason and workplace safety guidelines.";0;0;183;1;0;0;0;0;0;2296;3312;0;"2014-02-03 11:00:55.838";3312;0;"2014-02-13 09:05:42.506";0;0;"";0;"PR";80
2298;"PR-85";"Interviewing";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2298;3312;0;"2014-02-03 13:41:36.864";3312;0;"2014-02-13 09:05:42.506";0;0;"";0;"PR";85
2299;"PR-85";"Hiring and Employee Offers";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2299;3312;0;"2014-02-03 13:42:50.249";3312;0;"2014-02-13 09:05:42.506";0;0;"";0;"PR";85
2300;"PR-86";"Motor Vehicle and Equipment Operation";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2300;3312;0;"2014-02-03 13:43:31.603";3312;0;"2014-02-13 09:05:42.506";0;0;"";0;"PR";86
2301;"PR-77";"Interviewing Objectives";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2301;3312;0;"2014-02-03 13:48:20.968";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";77
2302;"PR-81";"Resume Examination";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2302;3312;0;"2014-02-03 13:49:18.229";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";81
2303;"PR-81";"Telephone Interviews";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2303;3312;0;"2014-02-03 13:49:57.535";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";81
2304;"PR-77";"Email Interviews";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2304;3312;0;"2014-02-03 13:50:42.325";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";77
2305;"PR-81";"In-Person Interviews";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2305;3312;0;"2014-02-03 13:51:22.31";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";81
2306;"PR-81";"Clear Open Points";"The purpose of clearing open points on the set date or at least every 2 weeks is to ensure that the open points get complete. ";0;0;183;1;0;0;0;0;0;2306;3312;0;"2014-02-03 13:52:14.513";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";81
2307;"PR-85";"Complete Annual Training";"Every employee must complete annual training so that they can become familiar with their positions’ and the companys’ business model material including job descriptions, policies, procedures, etc. ";0;0;183;1;0;0;0;0;0;2307;3312;0;"2014-02-03 13:53:04.801";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";85
2308;"PR-88";"Complete Timesheets";"The purpose of submitting the timesheets biweekly is to ensure that payroll gets processed every 2 weeks.";0;0;183;1;0;0;0;0;0;2308;3312;0;"2014-02-03 13:53:52.698";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";88
2309;"PR-81";"Maintain Corporate Renewals";"The purpose of maintaining corporate renewals in a timely manner is to insure that they will not expire. ";0;0;183;1;0;0;0;0;0;2309;3312;0;"2014-02-03 13:54:32.834";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";81
2312;"PR-91";"Applicant Files";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2312;3312;0;"2014-02-03 14:02:38.556";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";91
2313;"PR-85";"Job Posting & Screening";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2313;3312;0;"2014-02-03 14:03:43.902";3312;0;"2014-02-13 09:05:42.507";0;0;"";0;"PR";85
2314;"PR-86";"Personnel Requisition";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2314;3312;0;"2014-02-03 14:04:29.28";3312;0;"2014-02-13 09:05:42.508";0;0;"";0;"PR";86
2315;"PR-86";"Needs Analysis";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2315;3312;0;"2014-02-03 14:05:25.11";3312;0;"2014-02-13 09:05:42.514";0;0;"";0;"PR";86
2316;"PR-79";"Review VP Management Reporting Packets";"Review all VP management reporting packets for completeness, format, and packet functionality to ensure that each VP position is doing their job accurately and in a timely manner.";0;0;183;1;0;0;0;0;0;2316;3312;0;"2014-02-03 14:06:20.179";3312;0;"2014-02-13 09:05:42.514";0;0;"";0;"PR";79
2317;"PR-86";"Prepare CEO Management Reporting Packet";"Management Reporting Packets will be submitted to the CEO within one week following the packet receiving deadline so that he can see how the company is doing as a whole in a timely manner.";0;0;183;1;0;0;0;0;0;2317;3312;0;"2014-02-03 14:08:48.154";3312;0;"2014-02-13 09:05:42.514";0;0;"";0;"PR";86
2322;"PR-92";"Record Meeting Minutes";"The purpose is to keep a record of what was discussed in these meetings.";0;0;183;1;0;0;0;0;0;2322;3312;0;"2014-02-03 14:16:50.025";3312;0;"2014-02-13 09:05:42.514";0;0;"";0;"PR";92
2325;"PR-88";"Creating Management Reporting Packets";"To properly create the management reporting packet BM Application created using the UBM Creation Suite.";0;0;183;1;0;0;0;0;0;2325;3312;0;"2014-02-04 13:55:00.953";3312;0;"2014-02-13 09:05:42.514";0;0;"";0;"PR";88
2326;"PR-93";"Compiling Management Reporting Packet";"Accurate and timely creation, collection, reporting of all tier 2 packet to Tier 1 position";0;0;183;1;0;0;0;0;0;2326;3312;0;"2014-02-05 11:03:16.038";3312;0;"2014-02-13 09:05:42.514";0;0;"";0;"PR";93
2327;"PR-89";"Format and Content";"To provide the methods for preparation and format of Job Descriptions.  A Job Description should be used as a guide and are not intended to be all-inclusive of a person's abilities, the requirements for fulfilling their position, or as work limitations or restrictions on employee roles.  We are all expected to be team players and to help each other and the Company whenever necessary within reason and workplace safety guidelines.";0;0;183;1;0;0;0;0;0;2327;3312;0;"2014-02-05 12:47:28.624";3312;0;"2014-02-13 09:05:42.514";0;0;"";0;"PR";89
2328;"PR-90";"Breaks and Lunch Time";"To establish the workplace rules and guidelines that can be used to provide employees with the criteria for creating a professional business environment";0;0;183;1;0;0;0;0;0;2328;3312;0;"2014-02-05 13:04:57.179";3312;0;"2014-02-13 09:05:42.514";0;0;"";0;"PR";90
2812;"PR-95";"Renew Insurance";"The purpose of renewing insurance for each company that they manage in a timely manner is to ensure that they do not expire.";0;0;183;1;0;0;0;0;0;2812;3312;0;"2014-03-24 15:05:48.333";0;0;"";0;0;"";0;"PR";95
